DateTime,Value
2019-08-28,20387
2019-08-29,20420
2019-08-30,20424
2019-08-31,20434
2019-09-01,20465
2019-09-02,20475
2019-09-03,20495
2019-09-04,20499
2019-09-05,20503
2019-09-06,20493
2019-09-07,20470
2019-09-08,20412
2019-09-09,20443
2019-09-10,20414
2019-09-11,20386
2019-09-12,20361
2019-09-13,20355
2019-09-14,20343
2019-09-15,20325
2019-09-16,20313
2019-09-17,20287
2019-09-18,20307
2019-09-19,20326
2019-09-20,20324
2019-09-21,20302
2019-09-22,20324
2019-09-23,20332
2019-09-24,20321
2019-09-25,20339
2019-09-26,20313
2019-09-27,20308
2019-09-28,20263
2019-09-29,20245
2019-09-30,20226
2019-10-01,20235
2019-10-02,20225
2019-10-03,20182
2019-10-04,20179
2019-10-05,20166
2019-10-06,20161
2019-10-07,20128
2019-10-08,20175
2019-10-09,20170
2019-10-10,20210
2019-10-11,20188
2019-10-12,20151
2019-10-13,20164
2019-10-14,20157
2019-10-15,20177
2019-10-16,20204
2019-10-17,20196
2019-10-18,20200
2019-10-19,20205
2019-10-20,20173
2019-10-21,20109
2019-10-22,20101
2019-10-23,20101
2019-10-24,20065
2019-10-25,20056
2019-10-26,20026
2019-10-27,20010
2019-10-28,20013
2019-10-29,19998
2019-10-30,20016
2019-10-31,20021
2019-11-01,20032
2019-11-02,20024
2019-11-03,20012
2019-11-04,19990
2019-11-05,19996
2019-11-06,19982
2019-11-07,19968
2019-11-08,19968
2019-11-09,19958
2019-11-10,19965
2019-11-11,19927
2019-11-12,19913
2019-11-13,19882
2019-11-14,19874
2019-11-15,19900
2019-11-16,19906
2019-11-17,19892
2019-11-18,19826
2019-11-19,19759
2019-11-20,19743
2019-11-21,19773
2019-11-22,19788
2019-11-23,19768
2019-11-24,19791
2019-11-25,19793
2019-11-26,19775
2019-11-27,19777
2019-11-28,19767
2019-11-29,19778
2019-11-30,19718
2019-12-01,19778
2019-12-02,19777
2019-12-03,19796
2019-12-04,19752
2019-12-05,19765
2019-12-06,19795
2019-12-07,19791
2019-12-08,19799
2019-12-09,19789
2019-12-10,19751
2019-12-11,19761
2019-12-12,19780
2019-12-13,19783
2019-12-14,19775
2019-12-15,19786
2019-12-16,19769
2019-12-17,19815
2019-12-18,19761
2019-12-19,19773
2019-12-20,19777
2019-12-21,19776
2019-12-22,19736
2019-12-23,19706
2019-12-24,19706
2019-12-25,19720
2019-12-26,19725
2019-12-27,19715
2019-12-28,19627
2019-12-29,19624
2019-12-30,19677
2019-12-31,19694
2020-01-01,19694
2020-01-02,19680
2020-01-03,19678
2020-01-04,19663
2020-01-05,19688
2020-01-06,19752
2020-01-07,19657
2020-01-08,19680
2020-01-09,19756
2020-01-10,19703
2020-01-11,19737
2020-01-12,19689
2020-01-13,19683
2020-01-14,19668
2020-01-15,19665
2020-01-16,19678
2020-01-17,19702
2020-01-18,19740
2020-01-19,19729
2020-01-20,19776
2020-01-21,19746
2020-01-22,19843
2020-01-23,19818
2020-01-24,19811
2020-01-25,19821
2020-01-26,19868
2020-01-27,19895
2020-01-28,19907
2020-01-29,19953
2020-01-30,19922
2020-01-31,19885
2020-02-01,19924
2020-02-02,19908
2020-02-03,19904
2020-02-04,19931
2020-02-05,19954
2020-02-06,19984
2020-02-07,19912
2020-02-08,19919
2020-02-09,19950
2020-02-10,19935
2020-02-11,19938
2020-02-12,19896
2020-02-13,19949
2020-02-14,19947
2020-02-15,19946
2020-02-16,20067
2020-02-17,20082
2020-02-18,20102
2020-02-19,20183
2020-02-20,20130
2020-02-21,20301
2020-02-22,20283
2020-02-23,20349
2020-02-24,20389
2020-02-25,20443
2020-02-26,20455
2020-02-27,20469
2020-02-28,20436
2020-02-29,20460
2020-03-01,20420
2020-03-02,20473
2020-03-03,20510
2020-03-04,20447
2020-03-05,20493
2020-03-06,20537
2020-03-07,20570
2020-03-08,20618
2020-03-09,20632
2020-03-10,20660
2020-03-11,20640
2020-03-12,20629
2020-03-13,20614
2020-03-14,20588
2020-03-15,20593
2020-03-16,20627
2020-03-17,20551
2020-03-18,20524
2020-03-19,20565
2020-03-20,20603
2020-03-21,20571
2020-03-22,20469
2020-03-23,20472
2020-03-24,20414
2020-03-25,20445
2020-03-26,20354
2020-03-27,20397
2020-03-28,20435
2020-03-29,20415
2020-03-30,20358
2020-03-31,20356
2020-04-01,20307
2020-04-02,20254
2020-04-03,20273
2020-04-04,20198
